username,tanggal,rating,clean_text,skor_sentimen,label,word_count
Febriyan Hartanto,2025-04-01 17:21:06,1,ini keterakhir kali nya gw pake pluang gara gara gak ada stoplose trading jadi lose terus disisi lain gw ada aktivitas yang gak harus meninggalkan hp gitu arghhhh tolol aja kenapasih gw masih pake apk ini padahal rugi terus,-46,negatif,39
Refviza Fauzan,2025-04-01 13:26:42,1,saham masih ada tapi katanya di delist tiba tiba ke jual jadi aplikasi scam,-12,negatif,14
muhammad Saifullah,2025-04-01 12:18:33,1,Sekarang isi saldo ribet sekali dari rekening harus top up dulu ke dompet digital yg pilihannya terbatas dan fee nya mahal sekali Rasanya ini akan jadi topup terakhir huhuhu,-14,negatif,29
Pengguna Google,2025-04-01 11:46:11,3,top up bri tolong diperbaiki secepatnya,4,positif,6
ati hidawati,2025-04-01 10:53:56,5,pluang kenapa cuma bisa topup pake bca tidak bisa topup pake bank lain saya tidak punya bca gmn mau topup pake wallet ada fee nya,-21,negatif,25
Tengku Muhammad Zulfikar,2025-04-01 10:08:35,2,Sudah lama menggunakan pluang tapi baru ini kecewa karena fitur top up menggunakan bank lain dihilangkan dan hanya bisa melalui bank BCA,-11,negatif,22
miftah sydisme,2025-04-01 06:40:59,3,kenapa virtual account hanya bca saja gan,-6,negatif,7
Rijal Asyadda,2025-04-01 04:55:14,3,kenapa tidak ada top up via bank lain itu jadi menyusahkan,-18,negatif,11
Raize Toyota,2025-03-31 12:10:42,1,kenapa sekarang top up cuma bisa BCA saja Sementara pakai wallet gopay biaya adminnya terlalu mahal,-5,negatif,16
Deny Septiadi,2025-03-31 11:57:50,1,Pajak nya terlalu gede,-5,negatif,4
Ahmad Hafizh,2025-03-31 11:43:00,3,tolong lah ini kenapa pulang menghilang kan top up lewat bank lain kenapa harus bank BCA saja dan adapun adminnya untuk e wallet itu sangat tinggi juga tolong lah Adain untuk top up bank lain,-26,negatif,35
rapian karim,2025-03-31 07:49:02,5,masih belajar agak kurang paham sih,3,positif,6
Ariel Guntuer,2025-03-31 05:04:54,1,cuma bisa top up lewat bank BCA kenapa ga ada bank lain,-12,negatif,12
buluk ganteng,2025-03-31 03:58:52,2,min mau tanya ko akun saya suruh verifikasi ulang lagi si kek awal trus juga log out sendiri padahal ada saldonya,-19,negatif,21
Perkutut Putih,2025-03-30 18:24:00,1,deposit sudah hari g masuk lapor ke CS cuma putar terus jawabanya kecewa berat,-11,negatif,14
Anwar Efendi,2025-03-30 15:20:29,5,bagus banget UI bagus mudah dimengerti saat baru pertama kali coba terbaik lah pokoknya,10,positif,14
Andika Machmud,2025-03-30 14:57:53,5,aplikasi investasi us teraman dan super friendly,-4,negatif,7
Mandala Aditama,2025-03-30 06:41:00,3,min kenapa di menu topup sy ga ada bni anjay gmn cara topup,-8,negatif,13
Sukmana S. AP,2025-03-30 00:51:00,1,saya mau memperbaiki data akun tapi sulit banget,-8,negatif,8
Sudarjo Cutecute,2025-03-29 18:36:29,3,payah ga bisa kirim coin sui,2,positif,6
Naofal Afkar,2025-03-29 17:42:43,5,Salam Sukses untuk semua sejauh ini cukup baik Top up membeli menjual dan menarik saldo ke rekening sangat cepat saya harap akan tetap stabil cuman perlu ada peningkatan di tampilan grapik harus lebih jelas dan bagus tampilannya seperti aplikasi internasional,-15,negatif,40
kicau alam,2025-03-29 15:31:45,4,gimana critanya ini masa trading ga ada grafik lilinya ini kaya judi aja cuma kira,-9,negatif,15
#Dj simarmata,2025-03-29 15:30:17,4,pluang selalu ok,2,positif,3
Mufi daily,2025-03-29 14:48:51,1,mending cari tempat lain aja yang mau invest pluang ini fee nya gede banget beli di potong rban pas jual kena fee lagi rb,-26,negatif,24
Nika Pratama,2025-03-29 14:48:30,5,Apk bagus dan mudah di pahami bagi investor pemula terima kasih,2,positif,11
Rahul Rifai,2025-03-29 12:30:14,3,tak kasih bintang dulu min,-1,negatif,5
Fauzan zan,2025-03-29 11:17:12,5,AQ percayakan keuanganku untuk mengumpulkan uang dipluang ini semoga amanah,8,positif,10
Geko Irham,2025-03-29 02:15:09,3,tolong tambahkan widget pada aplikasi ini yang paling baik adalah widget indeks harga kripto kurensi seperti BTC agar harga bisa selalu dioantau tanpawmbuka aplikasinya,-10,negatif,24
Dephi Krisdiyanto,2025-03-28 22:13:06,1,lebih baik top up pakai bank penarikan bebas tambahin WD pakai ewalet min kalo admin serius ya cs juga serius,-4,negatif,20
Fadil Salvadors,2025-03-28 18:42:01,5,menurut saya apk sangat membantu bagi pemula soalnya persentase untuk membeli sangat mudah dan yg paling untuk topup tdk terlalu lama semoga kedepan nya terus berkembang apk ini,-16,negatif,28
Api,2025-03-28 16:48:11,5,aplikasi ya udah bagus mudah di mengerti tolong tambahin fitur spot ya,5,positif,12
Dunia Baim,2025-03-28 16:30:28,4,maaf atas ulasan negatif sebelumnya kalau bisa tolong untuk candle sticks di muncilkan di setiap foture biar kami tidak terlalu bingung ketika melihat pergerakan suatu aset,-17,negatif,26
Haisal Haisal,2025-03-28 13:55:52,5,min saya mau ngirm ton gk bisa layanan sedang perbaikan mulu,1,positif,11
Budi Yuwono,2025-03-28 10:41:07,5,sukses selalu y,3,positif,3
salah sentuh,2025-03-28 09:19:10,1,Apk gak jelas invest di mana malah turun terus di mana di invest kan agak laen apk ini udah biaya di potong terus rugi investasi di sini,-13,negatif,27
Sopian Hadi,2025-03-28 08:39:16,5,Secara oke cuman satu aja tolong tampilan lilin pasarnya jangan berkerucut kaya ketupat di buat seperti exchange besar pada umumnya biyar enak dan betah ngehold sama transaksinya supaya makin yaman kedepanya bagi para user,-13,negatif,34
agus wiyanto,2025-03-28 07:19:38,3,awal daftar saya pilih via gojek tapi di tahap verifikasi email berulang ulang gagal akhirnya saya keluar dulu dr apk beberapa menit kemudian masuk lagi ternyata harus verifikasi ktp yang jadi pertanyaan saya klau harus daftar spt biasa kenapa ada pilihan daftar via gojek saya pilih daftar via gojek karena malas repot dgn verifikasi macam macam jadi saya batalkan semoga data saya tidak disalahgunakan,-90,negatif,64
Yandi Praningran,2025-03-27 23:20:47,5,verifikasi cepat dan bagus,6,positif,4
Novan,2025-03-27 21:48:29,5,Baik namun pajak jual beli masih belum ramah di masyarakat menengah ke bawah,-8,negatif,13
Herman Yanto,2025-03-27 20:32:24,5,saya berharap dn semoga tahun kedepan gk ada kejala dn sensitif dari akun pribadi crypto seseorang aman dn terpercaya,-5,negatif,19
SUBANRIO BLACKHUNTER (Rio),2025-03-27 20:22:34,5,aplikasi yang sangat membantu untuk berinvestasi berjaya terus aplikasi pluang,-13,negatif,10
Abid Pradika,2025-03-27 18:46:55,1,susah banget masuk padahal jaringan bagus,-6,negatif,6
Ml ID,2025-03-27 15:02:55,5,bagus mudah di pahami,5,positif,4
Ananda Mikola,2025-03-27 13:23:00,5,aplikasi yang user friendly,-7,negatif,4
Alfian Shendy,2025-03-27 12:19:41,2,cma dapet perak hari,-2,negatif,4
Mama Azmi,2025-03-27 08:28:17,5,untuk saat ini bagus tapi tolong kepada pihak pluang adakan penarikan dana gopay ovo biar orang lain yang belum punya bank bisa membantu untuk penarikan Terima kasih,-12,negatif,27
Ashim Cinulu,2025-03-27 05:53:45,4,Tolong selain bookorder juga disediakan data riwayat pemesanan transaksi dari setiap coin crypto Supaya kita bisa analisa lebih jauh aliran jual beli dari coin itu Kalau itu sudah ada saya kasi bintang lima,-25,negatif,33
heru Purbo,2025-03-27 04:19:24,5,suka aplikasi nya mantap,-2,negatif,4
Murtamin,2025-03-27 01:08:55,5,Luar biasa banget ini aplikasi,-7,negatif,5
Alvi Alamsyah,2025-03-27 00:17:52,1,hati hati apk ini digunakan untuk penipuan dan mengambil saldo orang Saya korban invest sampai skrg ternyata saldonya ga ada klo bisa untuk transaksi top up melalui ewallet harus dipending dulu,-11,negatif,31
Alvinno Febbry,2025-03-26 15:50:55,4,Sebenernya apk nya bagus mudah di pahami tapi kalo bisa penarikan di adain di dana jngn top up aja via dana nya semoga kedepan nya bisa penarik via dana,21,positif,29
Immanuel XJR,2025-03-26 15:08:01,5,Hallo Tim Pluang bisakah ketika ingin selfie tambahan juga fitur kamera belakang,7,positif,12
yuwan,2025-03-26 10:13:14,4,cukup baik dan bagus aplikasinya cuma tolong nambahin lagi pilihan di crypto future nya soalnya itu masih terlalu sedikit kalo boleh minta lagi leveragenya di tambahkan lagi agar kita bisa open posisi walau dengan modal kecil terimakasih,-23,negatif,37
ferry adam,2025-03-26 09:41:18,5,sangat bagus pendaftaran jg ga ribet,2,positif,6
arfani taufik,2025-03-26 08:20:44,5,Aplikasi bagus dan sangat berguna untuk smartphone,9,positif,7
Jahdan Bae,2025-03-26 07:40:17,1,kegedean pajaknya gila,-7,negatif,3
cas doel,2025-03-26 05:48:50,5,bagus sekali untuk pemula,2,positif,4
Edi Muser,2025-03-26 00:35:16,1,Kusaranin jangan pakai aplikasi ini Baru buy sdh minus Terus proses tarik dana nya juga sangat lama Mending pakai aplikasi sebelah aja,-14,negatif,22
Arifin Ilham,2025-03-25 17:49:56,5,exchange yg mudah digunakan,2,positif,4
Ahmad Saja,2025-03-25 17:16:01,2,tolong jawab FTN Fasttoken kemana itu impian ku di masa depan taruh di peluang min,-2,negatif,15
ahn,2025-03-25 15:48:23,4,untuk sementara bagus tetapi biaya nya lumyan tinggi ya,1,positif,9
Zenko Hawari,2025-03-25 15:44:55,5,mantap minimal top up k sangat ramah di kantong bagi ojek online seperti sya yg mau investasi,-5,negatif,17
Silas Abell,2025-03-25 13:16:19,5,Saya mencoba keberuntungan saya dengan berinvestasi di Cripto CELO,-4,negatif,9
arief serdadu,2025-03-25 06:29:46,5,aplikasih yg bagus,3,positif,3
Aris Wibowo,2025-03-25 06:13:55,5,transaksi cepat dan mudah,9,positif,4
Pamudya Akbar Bahari,2025-03-25 04:55:03,5,Aplikasi Bagus memudahkan untuk menabung dan berinvestasi,3,positif,7
Jan Nah,2025-03-24 22:22:48,1,Aplikasi trending haram ini harganya ga sesuai Semakin di beli semakin turun,-1,negatif,12
Ahmad Aqil,2025-03-24 20:47:58,5,aplikasi investasi yang sangat bagus untuk investor pemula,-6,negatif,8
pemburu hacker,2025-03-24 19:02:06,1,leverage sama aja membunuh trader harusnya mulai dulu x atau x cek saja daftar likuidasi panen nih pluang,-5,negatif,18
JAYYID MQ,2025-03-24 17:18:07,1,Tolong untuk penarikan saldo sediakan E wallet seperti Dana tidak semua orang memiliki Bank tolong tambahkan pilihan E wallet jangan wajib Bank Tolong uangku terjebak disana,-9,negatif,26
Agus Tri S,2025-03-24 16:19:58,1,sistemnya engga sehat setiap beli saham setiap beli saham penguna akan selalu di tempat kan pada posisi harga tidak sesuai sehingga minus jadi potensi ruginya lebih besar,-15,negatif,27
Sinta Sartika,2025-03-24 12:58:13,5,Sejauh ini aman cepat mudah digunakan,8,positif,6
Samsung Samsung,2025-03-24 11:23:06,4,untuk pihak pluang coba perbanyak aset crypto lainya saya lihat lihat ada crypto bagus AMB airdao sama EPX elipsis di layer untuk Ai terdaftar di beberapa exchain besar juga sepertinya kalo di masukan ke Pluang akan banyak peminat dan mendatangkan investor baru lagi karena harganya masih murah banget itu,-13,negatif,49
Willy Nur Wahyudi (Newbie),2025-03-23 23:22:54,5,Aplikasi investasi paling lengkap dan rendah fee Mantap,-8,negatif,8
Anisa aprilianti,2025-03-23 20:51:25,1,min bisa tolong ga saldo dana saya ada yang hack dan tertransaksi ke apk pluang saldo na min tolongin saya bisa refund saldonya ga,-12,negatif,24
M Arie Anggara,2025-03-23 16:01:37,2,Aplikasi trading yang sangat bagus tapi tolong dong di perbaiki untuk toup saldo menggunakan APK DANA langsung menggunakan OTP aja Gak usah tap klik verifikasi biar lebih aman sudah minggu dri ulasan pertama tapi tidak ada perubahan setiap kali top up selalu verifikasi tolong hilangkan saja verifikasinya dan di ganti dengan OTP saja soalnya susah ngontrolnya kalo menggunakan verifikasi tolong di tindak lanjuti donk keluhana kami kalo indodak enak dia menggunakan OTP DAN LEBIH AMAN,-26,negatif,75
Ahmad Ridwan,2025-03-23 13:52:42,5,aku kasih bintang kane belum menemukan kekurangan peluang ini,-3,negatif,9
Billy Budiarjo,2025-03-23 13:15:14,5,jujur KANGEN INVEST DI PLUANG APLIKASI JUJUR DI BANDING YG LAIN HEBAT PLUANG HEBAT,-1,negatif,14
Si Pria Mapan,2025-03-23 07:51:58,5,baru mau mulai jadi belum kelihatan hasilnyA semoga bermanfaat thanKs,3,positif,10
Ahmad ghani Junior syakurah,2025-03-23 00:22:16,5,bagus dan baik pelayanannya kalo bisa deposit bisa melalui ATM transfer,8,positif,11
Fahri Ramadhani,2025-03-22 18:42:54,5,mau nanya apkah bisa pakai dana,2,positif,6
Muhammad Khoirul Imam,2025-03-22 14:49:52,5,Optimis pluang pasti menang,-2,negatif,4
BDS Ega,2025-03-22 11:12:31,5,lumayan seru mengunakan apk pluang ini,-3,negatif,6
24_171 Denis Arbin Ibrahim,2025-03-22 04:27:12,5,Ada kendala di saya saat top up pluang via gopay sebanyak x tapi saldo pluang belum diterima sementara saldo gopay sudah terpotong,-5,negatif,22
Subscribe 01,2025-03-22 00:32:26,4,Semuanya bagus kecuali untuk crypto kenapa ada yang cuma mode lite sesusah itukah dibikin mode pro padahal semua exchange yang lain semua bisa pake mode lite dan pro kita gak bisa mantau jam market udah masuk ke harga yang diinginkan karena koinnya gak bisa limit order malah balik lagi jadinya rugi juta dalam beberapa jam yang seharusnya bisa tp otomatis tolong lah dibikin mode pro semua masa gak bisa sih,-44,negatif,70
Antares Sagittarius,2025-03-22 00:19:33,5,bagus sekali guys langsung beli saham tesla,3,positif,7
muhamad azis purnama,2025-03-21 22:24:28,4,saya punya saran kalo bisa tarik saldo tambahin ke dana atau Paylater jadi tidak sekedar sarana top up saja soalnya kalo ke bank itu agak ribet kalo mau ubah ke cast harus ke bank dulu sedangkan kalo dana atau Paylater kita bisa ke Alfamart atau Indomaret,-11,negatif,46
Ren Tbb,2025-03-20 23:58:18,5,Sejauh ini sangat bagus yang walaupun akhir akhir ini sering Minus,1,positif,11
Fajar Juniardi,2025-03-20 22:32:12,2,tolong dong bisa deposit menggunakan e wallet,-2,negatif,7
Asep Solehudin,2025-03-20 05:54:07,5,wah bagus banget ini apk nya mantap,4,positif,7
JTV jelajah tutorial video,2025-03-20 04:56:29,5,kenapa chart grafik tidak bisa di buka di hp ram bagaimana bisa memantau candle stik semakin di update semakin sulit untuk buka chartnya,-9,negatif,23
C T,2025-03-20 03:58:31,1,kacau aplikasi ini saya belum punya akun tapi sudah ada yang menggunakan akun dengan data saya saya mengetahui dari notifikasi email yg saya terima,-27,negatif,24
Muhammad Givany Nanda Atilla,2025-03-20 00:49:06,1,saya top up gak dapet hadiah di exchange indo lainya nya dapat,-6,negatif,12
CICI FRANCISO,2025-03-19 23:43:38,1,bantu transaksi ku donk kok gak masuk masuk anehhh,-6,negatif,9
Jhekzen Cover,2025-03-19 19:37:28,3,baru daftar kalo aplikasi nya bagus baru saya tambah bintang,-4,negatif,10
Aldi Oy,2025-03-19 12:21:55,2,sebelum unduh bisa tarik lewat dana gak atau top up,4,positif,10
Ilham Syahfudin,2025-03-19 10:11:23,4,semoga aplikasi nya bagus buat jangka panjang cuma satu hal ni yang agak mahal kalau deposit di kenai pajak masih wajar ini kita jual sama beli kripto juga kena potongan semoga kedepannya untuk pembelian dan jual di gratis kan saja seperti aplikasi pintu biar makin rame terimakasih,-17,negatif,47
Bogor Citra Abara,2025-03-19 08:57:17,5,jadi member sudah lama tapi belum pernah ketemu mentor guru tidak paham jadinya bgmn menjalankan,-7,negatif,15
Rohma Watu,2025-03-19 05:44:39,1,kenapa pluang selalu bug g bisa masuk padahal aku udh thn,-7,negatif,11
sepri aldi,2025-03-19 04:44:11,5,Alhamdulillah Selalu semangat bg,-1,negatif,4
Im will,2025-03-19 03:23:17,5,Mudah di akses,2,positif,3
Bocil Angler,2025-03-19 01:41:43,5,ingin berinvestasi di Pulang solusinya,3,positif,5
Santo Tri Raharjo,2025-03-18 13:17:54,5,mudah dan cepat,5,positif,3
Uchiha Shisui,2025-03-18 11:42:25,1,Hati nih pake ApK agak ganjil buy di mines candle angka turun lg di mines dan lanjut naik di angka harusnya dapat kalo naik diangka dr mines tapi angka sperti hilang gitu saja sudah naik di angka tp kita masih mines gitulo trus kemana tuh hati ya,-18,negatif,47
Arjun A,2025-03-18 10:50:09,5,sangat mudah di gunakan recomend buat pemula kaya saya,-2,negatif,9
Asep Purnama,2025-03-18 03:16:31,5,apk nya enak dan mudah di pahami,-2,negatif,7
raharjo prawiro,2025-03-18 02:15:58,5,boss sekarang jamannya staking earn bisa juga dilengkapi biar tambah top,3,positif,11
Black Ants,2025-03-17 13:01:02,5,sipp Pluang memberikan bnyak peluang profit hehe,-1,negatif,7
rahmatputra alza,2025-03-17 07:15:45,3,Izin bertanya kak apakah bisa membeli dan menyimpan crypto sampai miliaran,-5,negatif,11
Oka Ghino,2025-03-17 06:21:29,1,Saya pengguna lama dulu enak main cripto minimal beli rb dan tanpa di kenakan biaya admin setelah sekian lama saya install lagi dan mau berinvestasi ternyata sudah banyak berubah beli cripto minimal rb di mulai deposit dari rb begitu masuk ke saldo malah kena biaya admin rb harus minimal deposit rb baru bebas admin setelah tau begitu akhirnya saya uninstall kembali Maaf saya lebih tertarik main deposito di bank digital bunga lebih tinggi tanpa harus pikir ribet,-76,negatif,77
Gama Lael,2025-03-17 06:20:26,3,Gila fee nya besar bgt,-2,negatif,5
Mahivan Muhabiddin,2025-03-17 04:57:04,5,mudah di pahami dan ada meme coin lucu,-3,negatif,8
Venny March,2025-03-17 03:06:06,4,agak baik lah semoga dengan ini saya menolong keuangan orang tua saya dan bisa membiayai kuliah saya,-9,negatif,17
Moh Rif'an,2025-03-16 16:10:52,5,alhamdulillah sekarang masih bagus dan menarik,2,positif,6
farhan mahfudz,2025-03-16 07:13:36,5,terkait kendala cukup fas respon,-1,negatif,5
YULI ANTI,2025-03-16 02:54:11,5,Sangat membantu puas saya,-4,negatif,4
Mj Tas souvenir,2025-03-16 01:47:58,5,tempat buat buang dan cari duit,-8,negatif,6
Qmung Mulyadi,2025-03-15 22:17:34,5,sangat baik untuk Inves atau menabung,6,positif,6
Ronal Maturan,2025-03-15 16:38:59,5,cool lah sayang nya belum bsa investasi lokal,-1,negatif,8
wandy bahary,2025-03-15 14:01:45,5,aplikasi user friendli,-4,negatif,3
Ariel,2025-03-15 11:25:57,4,Mantap aplikasi keren dan banyak fitur,-4,negatif,6
Skylark Phantom,2025-03-15 06:29:55,3,Untuk Transfer Crypto kenapa harus OTP di nomer Handphone ribet banget klo nomer udah mati kan udah ada E Mail google Authenticator klo mau lebih Valid lagi pake Face Verification,-19,negatif,30
adi jebag,2025-03-15 04:37:37,5,mudah an ini menjadi pengalaman saya yang terbakaik dalam dunia baru ini,-3,negatif,12
HIBRIZY ADANI,2025-03-14 19:12:04,5,tolong min Adain fitur tarik saldo ke ewalet dana atau dompet digital seperti dana tolong ya min Adain pliss,11,positif,19
YUDI ISKANDAR,2025-03-14 16:35:50,5,mudah an aeperti yg diiklankan oleh pluang dan nyata hasilnya buat sekolah anak,1,positif,13
parfum store,2025-03-14 16:16:22,1,Ga cocok buat trader lama ke aplikasi chartnya suka error,-11,negatif,10
Bernardinus Guntur Ananda Simarmata,2025-03-14 14:10:21,5,tingkatkan keamanan ya,4,positif,3
faizal Ramadhan,2025-03-14 13:51:54,5,maaf min ini Idr ke Usd pake margin mksdnya gmn dah,-6,negatif,11
Daffa Mardianra,2025-03-14 10:04:49,1,Kembali kan uang saya tolong,-5,negatif,5
