clean_text,label
aplikasi kurang Bagus saldo Saya baru top up jt saldo nya hilang di sedot dan maintenance nggak jelas,negatif
kenapa maintence min saya gabisa buka aplikasinya,negatif
wkwkwk gimana ya mau kirim ke dex eh biaya nya naujubilah mau di tarik gangguan terus dah paling pebener pake cek luar,positif
ini kenapa dalam perbaikan sampe kapan,positif
jam lg trading malah maintenance tolong jgn lama maintenance nya,negatif
Gada Deposit lewat dana sekarang padahal saya mau investasi di peluang payah,negatif
cara narik uang dri btc nya gimana woi ak udh bisa beli btc gabisa nariknya,negatif
top up jadi susah kepotong adminya dua kali,negatif
kenapa ya top up melalui dana kok dihilangin saya kan cuma punya dana mohon dikembalikan ya min,positif
Aplikasi Trade Buatan Lokal Indonesia Paling Keren Tampilan Ui Amoled Bikin Betah Bisa WD Duit Receh Cocok Buat Kaum StartUP Hanya Saja Buat Fasilitas TopUpNya Kureng Tolong Di Benahi Lagi Raih Hadiah Hingga Rp jt Ref DERV,negatif
listing crypto nya lebih dipercepat lagi min biar tidak ketinggalan kereta untuk overall bagus banget,negatif
aplikasinyaa mudahh dipahamii dann simpell untuk deposit pun dana pelajar ngga jadi masalah makasih pluang,negatif
fee kegedean sumpah,negatif
top up beli jual wd kena persen inves pun hancur spread tinggi gimana org mau invest gini pajak persen belum apa sudah rugi seharus ny top up freee wd kena rb gpp beli dan jual jgn persen coba di pertimbang kan,negatif
sangat baik l,positif
pluang ditampilan utama gak bisa landscape jadi ketika di klik chart baru landscape setelah keluar dari chart balik lagi ke mode potrait jadi ribet bolak balik tablet,negatif
tahap pemula semoga bermanfaat,positif
kbayakan potongan biaya dan stlah beli btc naik nya susah turun nya ringan tak seindah cocote timbisti hoax,negatif
min masa mo Tarik profit gak bisa min habis itu jual koin nya gak ada cuma ada terima dan kirim doang coba tolong diapain min beda kek aplikasi lain,negatif
hi aku baru saja blajar,negatif
Min Kasih solusi dong supaya orang yang tidak punya BCA supaya lebih mudah top up nya dan fee nya tolong di perkecil lagi,negatif
Mantappp,negatif
woi ini knp gbsa masuk muter mlu stuck di login kocak,negatif
secara keseluruhan bagus hanya saja sekarang sering banget tiba tiba black screen baru lihat saham atau koin kripto mau kembali ke beranda malah black screen semua,negatif
mantap biaya jual beli kecilkan dikitlah,positif
untuk top up bca masih belum bisa,positif
ini kapan bisa lagi top up lewat bank mandiriiiiiii,negatif
future di pluang di kontrol langsung sehingga tidak fair,positif
grafik harga real time tapi notifikasi dari aplikasinya kadang telat,negatif
UI menarik proses buat akun juga cepat dan gampang,negatif
saya sdh pakai aplikasi ini tahun tp kenapa sekarang tidak bisa ngisi saldo dr rekening mandiri,negatif
top up nya masih dikit pilihan dan berbayar juga ngeri kali hampir sudah terlanjut top ya sudahlah,negatif
alhamdulillah keren amanah bos,positif
kenapa narik saldo ke bank neo lama biasanya prosesnya cepat,positif
aplikasi nya bagus nggak ribet tapi minta tolong untuk pilihan crypto nya diperbanyak lagi,negatif
GOOD INVEST,negatif
cocok untuk pemula buat belajar,positif
yaah bintang ae lah,negatif
terbaikkkkk,negatif
cara login akun yg udah kita buat gimana kok di suruh buat daftar daftar mulu,negatif
semoga nasib sya berubah mnjdi sultan,negatif
tolong development kok aset solana saya nggak bisa di kirim di jual itu nge bug atau gimana,negatif
bagus buat pemula seperti saya,negatif
hei tolon pas masuk lelet sekali tolong perbaiki ok,negatif
terus kembangkan lg aplikasinya min saran saya juga tolong perkuat sistem keamanannya takut rentan dengan serangan cyber,negatif
bagus banget tapi Tolong Di tambah kan ewallet nya yg gampang,positif
untuk semua di dalam app udah ok lah cuma kalo bisa tambahan penarikan saldo atau top up bisa pake Bank Swasta yang lebih banyak misalnya aladin bank itu aja sihh,negatif
privasi sistemnya baik,positif
top up sulit,positif
Menurut saya sudah bagus dan mudah di gunakan tapi tolonglah untuk fitur top up nya E WALET nya knpa cuman gopay doang sekarang dulu ada DANA juga prasaan,negatif
kembalikan fitur deposit menggunakan dana dah itu saja semuanya masih oke,negatif
Aplikasi Yang Sangat Mudah Digunakan Untuk Pemula Dan Juga Banyak Koin Crypto Nya Cocok Buat Yang Mau Coba Tapi Tolong Dong Tambah Mode Pembayaran Via QRIS Biar Makin Enak Buat Top Up Nya,negatif
josss tenan,negatif
harus nya ada kan penarikan lewat gopay jdi yang mau inves bingung buat penarikannya apalagi yang mau inves nya anak sekola,negatif
tolong kembalikan bca virtual account pilss,negatif
pemula mudah mudahan rezeki,positif
listing hyper liquid langsung gw kasih bintang,positif
gak tau ah mau apa,negatif
Pokonya the best,positif
top upnya kok lama masuk ya kk trus virtual accountnya gak bisa,negatif
coba,negatif
mantap pokok nya,negatif
ada biaya penarikan ga ya dari duit depo kita misal kita mau tarik,negatif
coba dulu kalau paham top apak nya,positif
pemeliharaan top up dana kok lama sekali ya malah sekarang pemeliharaan top up BCA juga,positif
ga bisa log in via email payah,negatif
knp ewallet cuma gopay dan pas menghubungkan nya ke gopay di persulitkan,negatif
Cukup mudah untuk dipahami,positif
mo ganti nomer aja pake selfi segala kameramu jelek bgt masa foto udh jernih dibilang burem,negatif
ini spreednya udah tinggi terus pas untung mau narik nya juga di kurangin gimana sih masa iya untung k ditarik malah dapat k dikurangi lagi juga jadi k total yg bisa ditarik gilaaa sih segede itu yg diambil gk ngotak ini excanghe,negatif
work,negatif
Regristrasi cepat good,positif
Min tolong dong kembalikan top up melalui aplikasi Dana VA BCA Masa gw harus TF rb sieh kalau melalui BCA Gw hanya mampu d bawah min Tolong ya min,negatif
masih pemula jadi butu observasi,negatif
kesempurnaan,negatif
Aplikasi bagus dengan semua sistem yang sudah baik tetapi kenapa untuk fitur top up tinggal bca sama pertama hal ini sedikit manggangu kecepatan dan mobilitas transaksi untuk pengguna dari bank lain karena saya sendiri memilih menggunakan aplikasi ini karena banknya banyak tapi di update yang sekarang bank nya berkurang mungkin bisa dipertimbangkan untuk menambah bank lagi untuk mempermudah pengguna,negatif
mudah dan cepat prosesnya,positif
tolong berikan investasi perak juga,negatif
apk bagus mudah dimengerti mantapp,positif
good bgt,positif
untuk aplikasi sudah bagus tapi mohon di perjelas misalkan top up dana lagi pemeliharaan dari kapan sampai kapan soalnya saya mau top up pake dana maintenance terus pake BCA lagi pemeliharaan jadi saya ga bisa top up,negatif
kok gak bisa topup via gopay kenapa nih min eror mulu,negatif
ssngata bsgus,negatif
bagus untuk pemula tampilannya enak tapi bisa lebih bagus lagi jika biaya admin dllnya bisa dikurangi sih,negatif
keren good,positif
is good luck,positif
aplikasi jelek,negatif
mantap selama saya gunakan makin bagus tampilan ga ribet semog aman sampai seterusnya,positif
Deposit ewallet terbatas cuma gopay doang sama skrng BCA udh tidak tersedia untuk deposit wkwkwkkw aplikasi sampah,negatif
tolong dong isi saldo pake DANA di sediakan lagi,negatif
tolong lebih banyak pilihan untuk cara top up agar lebih mudah,positif
waktu daftar cepat,negatif
trading futures sering eror jangan coba kawan,negatif
harga kenapa sangat jauh berbeda dengan yang tertera si kalau beda dikit si gk masalah ini beda sangat jauh masa baru buy dh minus hampir,negatif
cepet banget ga ada admin kok bisa ya kalian dapet duit darimana,positif
haduh sekarang top up susah ga bisa pake dana lagi sangat kecewa,negatif
Mudah di Pahami,negatif
aplikasinya sangat membantu bagi saya yang masih pemula belajar saham dan crypto,negatif
mantap mudah dimengerti,positif
sukses terus min,positif
tambahkan lagi dong e walet dana nya biar lebih mudah untuk top up,positif
bagus sih tapi sekarang nggak bisa top up pake dana atau ovo,positif
min untuk topup lewat dana masih maintance,negatif
cocok untuk pemula gampang di mengerti tp kenapa udah ga bisa top up lewat e wallet dana min,negatif
Aplikasi investasi Saham AS dan Emas yang keren dan mantap,positif
aplikasi ini memang nyaman buat beli aset tapi top up via dana tiba hilang mohon ditanggapi dan diperbaiki,negatif
investasi terbaik,positif
harus ada perbaikan dari verifikasinya tolong diperbaiki ya saya beri bintang karena pelayanannya sangat lumayan bagus,negatif
belajar investasi crypto dengan mudah,positif
Mudah digunakan ringan pencairan cepat fee masih wajar overall ok,negatif
mudah di phami tampilan aplikasi sangat bagus,positif
kenapa DANA nya HILANG gak bisa top up jadi nya kemarin saya top up pakai DANA,positif
tulisan jualnya sekarang kok gaada gimana saya mau jual crypto saya,negatif
oke lumayan bagus,positif
mantap GK ribet selalu di permudah,negatif
sangat bagussssssssd,negatif
ga bisa top up pke dana ya sekarang,positif
aplikasi nya ko jadi jelek udh ga ada dana lagi buat top up nya udah gitu gabisa tautkan gopay pula tolong solusi nya diperbaiki lagi min,negatif
aplikasi sedot darah dari top up kena biaya wd kena biaya jual beli kena biaya tukar mata uang kenak biaya terlalu banyak biaya yang tidak jelas yang kaya appnya yang pakai semakin miskin,negatif
Mohon pembayaran pembelian dapat menggunakan e wallet Dana,negatif
tolong tambahin saham us nya lagi,negatif
baru nyoba semoga sukses,positif
suka banget sama apk nyaa,positif
aplikasi yang mudah di pahami yang pemula yang ini belajar investasi,negatif
Luar biasa app,negatif
tidak bisa top up lewat dana kenapah kemaren bisa,negatif
menurut ku aplikasi bagus untuk pemula dan gampang sekali dipahami tapi kalo mau peminatnya banyak yang mendownload saran saya lengkapi fitur Ai Dan Launchpool Di aplikasi pluang agar orang orang banyak yang berinvstasi di pluang serta saya ingin mengunjungi perusahaan pluang agar saya bisa belajar langsung dengan ahli nya,negatif
main di future minimal modal berapa kak,negatif
puasssss,negatif
aku gk ngerti main pluang,negatif
mantap cepat,positif
aplikasinya user friendly UI UX good easy to use,positif
bintang lima,negatif
ok cocok untuk pemula,positif
dilema mo long term taunya lagi si coin minus jeblok terus ga ada aktifitas selama bulan dikasih beban biaya pula ok deh thx,negatif
tidak cocok untuk trader harga tidak sesuai market book pergerakan harga crypto tidak real dengan transaksi jual beli user harga selalu beda jauh dengan market lain harga crypto bergerak bebas di atur pemilik app,negatif
cocok banget untuk pemula yang ingin belajar investasi saran saya buruan download,negatif
nyusahin kalo gak ada fitur top up dana saran aja hadirin secepatnya fitur top up melalui dana,positif
Min ini kenapa sistem pembayaran DANA ga ada min,negatif
Aplikasinya cukup mudah untuk di pahami,positif
bagus banget buat pemula daftar nya juga gak ribet pokoknya keren banget nih apk,negatif
naiss,negatif
tabungan di masa mendatang guys,negatif
bagus transaksi mudah,positif
sangat cepat,positif
Gak ada opsi QRIS untuk topup kemahalan untuk biaya adminnya untuk investor retail gak cocok pake ini,negatif
mode top up sedikit susah top up biaya mahal kalo mau maju tiru noh indodax pembayaran simple gx ribet dan gx mahal huu otw unistal,negatif
cukup bagus sihh tapi tolong dongg narik saldonya jangan lewat bank doang tambahin waleet biasanya jugaa kyk dana gopay dll,negatif
cocok sih app nya buat yang masih pemula gak terlalu kompleks tapi yang sangat disayangkan gak ada akun demo nya buat ngulik seperti apa itu mekanismenya semoga kedepannya akun demo di sediakan oleh pihak pluang,negatif
bagus buat investasi moga masih ada tahun kedepan v,positif
rungkad gara biaya pembatalan cicilan emas parah gede banget gak ada jam rungkad sejuta lebih saya viralin di sosial media,negatif
gk bisa log in dg alasan email sudah ada di akun lain solusinya gmna min,negatif
Gimana ini aplikasi ketika beli di pluang jika dibandingkan dengan binance pasti harga selisih tapi ketika di binance naik kenapa di pluang tidak naik,negatif
coba coba,negatif
Mohon Untuk Di Tingkatkan Limit Penarikan Masa an Hanya Sebatas Rb Maksimal nya Itu Sekali Penarikan Kena Biaya Admin Kali Tarik Untuk Berapa Kali Tarik udh Rugi Pengguna Jadi Kalau Kali Tarik x rb Rugi Kali Sudah Kami Pengguna Aplikasi Limit Jumlah Penarikan Berbeda Biaya Admin Tetap Sama Rugi Kita Rugii,negatif
walet smkin di buang,negatif
Kenapa g bisa di akses,positif
tambahkan tarik saldo gopay,positif
apknya bagus dan ada panduan cara ber invest saya sangat suka sebagai pemula karna di bantu secara langsung tapi tolong tambahkan top up saldo via dana agar org yg tidak punya bank lebih mudah dalam ber invest terimakasih,positif
mantap agak mahal di awal,positif
ingin maju finansial untuk ibu ku naik haji untuk aplikasi mohon beri saya hoki hoki dan hoki terus,negatif
SUKA SAMA PENGATURAN LEBIH CEPAT PAHAM MAKASIH,negatif
terbaik,positif
bismillah ya goniyyu ya mugni,positif
kok gak bisa topup lewat dana sih,negatif
Peluang sangat mudah n simple buat investasi ada buket Bakett pilihan sesuai keinginan dan produknya,positif
saya suka tapi saya kasih bintang dulu karena untuk top up pilihan sedikit dan agak ribet tidak seperti aplikasi sebelah yang bisa top up cuma pakai QR,negatif
mudah di mengerti good job,positif
bagusss bangettt,negatif
tolong Adain pembayaran pake DANA,negatif
tolong ada kan Fitur USD di bawah IDR BITCOIN agar kita tau ada di level berapa BTC sekarang BTC SPOT,negatif
Aplikasi lebih lambat dari market di web maupun di aplikasi lain justru stuck seperti disengaja padahal saya memasang tutup limit order yang sudah seharusnya tereksekusi,negatif
Setelah sebelumnya komplain masalah harga yang tertera beda sma yang di beli tpi di jawab harga sesuai yang di konfirmasi wkwk dev nya sadar gak si mau di refresh pun hargnya ttp beda sama yang tertera beda aja itu bisa kelihatan mines loh beda sama mode pro yang bisa nentuin itupun ada biaya tambahan ga worth it buat yang maen crypto,negatif
tidak di ragukan lagi mntp,negatif
saya baru didalam dunia investasi semoga lancar terus,negatif
Klo bisa kan kita isi saldo pake e wallet saya harapkan narik saldo juga pake e wallet,negatif
APLIKASI PALING LENGKAP DARI SEGI TEKNIKAL DAN FUNDAMENTAL UNTUK MENGANALISA SAHAM YANG AKAN NAIK DAN DARI SEGI POTONGAN BIAYA ADM NYA KECIL DARI PADA YANG LAIN,negatif
bagus buat investasi,positif
bagus apk nya,positif
kapan ada beli perak digital seperti beli emas di aplikasi pluang,negatif
harusnya ada investasi perak di aplikasi pluang kayak emas digital ya,negatif
Top up gak ada Qris ketinggalan zaman WD nya gak ada Menu WD wallet kayak dana gopay linkaja sopipay DLL,negatif
saya sudah lama pake pluang tpi kenapa sekarang ini gk bisa top up ya,negatif
yang sya lenyap jt diminta ke cs ga bisa,negatif
halo bagus ini dan recommended karena banyak aset yang bisa kita pilih dan yaaa kenapa semenjak maintenance BRI di applikasi peluang kok top up via BRI gak ada ya,negatif
